title,location_id,nid,address,city,state_code,zip_code,chargers,common_name,open_soon,latitude,longitude,location_type,num_of_chargers,power,id,date_opened,state_name,population_2019,site_size
"Terre Haute, IN Supercharger",terrehautesupercharger,16344,5600 E. New Margaret Dr.,Terre Haute,IN,47803,"<p><strong>Charging</strong><br />8 superchargers, available 24/7, up to 150kW</p>",Meijer,0,39.443345,-87.331737,"['supercharger', 'standard charger']",8.0,150.0,807.0,2016-03-30,Indiana,6732219.0,medium
"Bloomington, IN Supercharger",bloomingtonsupercharger,34126,3600 West 3rd Street,Bloomington,IN,47404,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Fresh Thyme Farmer’s Market,0,39.165311,-86.579114,"['supercharger', 'standard charger']",8.0,250.0,2193.0,2020-02-25,Indiana,6732219.0,medium
"Fort Wayne, IN Supercharger",fortwaynesupercharger,34324,6309 Lima Road,Fort Wayne,IN,46818,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW</p>",Meijer,0,41.138488,-85.163426,"['supercharger', 'standard charger']",10.0,150.0,1202.0,2017-09-08,Indiana,6732219.0,medium
"Indianapolis, IN - Capitol Avenue Supercharger",indianapolisdowntownsupercharger,34444,109 South Capitol Avenue,Indianapolis,IN,46225,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 72kW</p>",Plaza Garage,0,39.765443,-86.161222,"['supercharger', 'standard charger']",12.0,72.0,1891.0,2019-03-20,Indiana,6732219.0,medium
"Merrillville, IN Supercharger",merrillvilleinsupercharger,34540,611 West Lincoln Highway,Merrillville,IN,46410,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW</p>",Meijer,0,41.468657,-87.343363,"['supercharger', 'standard charger']",10.0,150.0,1573.0,2018-05-09,Indiana,6732219.0,medium
"Carmel, IN Supercharger",carmelinsupercharger,43276,1424 W Carmel Dr,Carmel,IN,46032,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW</p>",,0,39.971892,-86.15263,"['supercharger', 'standard charger']",10.0,150.0,1479.0,2018-06-21,Indiana,6732219.0,medium
"Zionsville, IN Supercharger",zionsvillesupercharger,50265,6650 Whitestown Parkway,Zionsville,IN,46077,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW</p>",Meijer,0,39.950751,-86.343816,"['supercharger', 'standard charger']",10.0,150.0,1907.0,2019-05-10,Indiana,6732219.0,medium
"Michigan City, IN Supercharger",michigancityinsupercharger,52639,5150 Franklin Street,Michigan City,IN,46360,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Michigan City,0,41.673831,-86.891275,"['supercharger', 'standard charger']",8.0,250.0,2195.0,2020-03-24,Indiana,6732219.0,medium
"Richmond, IN Supercharger",richmondinsupercharger,52640,2507 Chester Boulevard,Richmond,IN,47674,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Meijer,0,39.868129,-84.887263,"['supercharger', 'standard charger']",8.0,250.0,2279.0,2020-04-08,Indiana,6732219.0,medium
"Kokomo, IN Supercharger",kokomoinsupercharger,53063,2301 East Markland Avenue,Kokomo,IN,46901,"<p><strong>Charging</strong><Br/>8 Superchargers, available 24/7, up to 250kW</p>",Meijer,0,40.47528,-86.09943,"['supercharger', 'standard charger']",8.0,250.0,2189.0,2020-02-25,Indiana,6732219.0,medium
"Fair Oaks, IN",FairOaksINsupercharger,55806,,Fair Oaks,IN,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,41.075193,-87.257312,"['supercharger', 'standard charger']",,,,,Indiana,6732219.0,
"Haubstadt, IN",HaubstadtINsupercharger,55831,,Haubstadt,IN,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.205109,-87.574343,"['supercharger', 'standard charger']",,,,,Indiana,6732219.0,
"Howe , IN",HoweINsupercharger,55842,,Howe,IN,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,41.745951,-85.328769,"['supercharger', 'standard charger']",,,,,Indiana,6732219.0,
"Rolling Prairie, IN",RollingPrairieINsupercharger,55973,,Rolling Prairie,IN,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,41.706445,-86.622253,"['supercharger', 'standard charger']",,,,,Indiana,6732219.0,
"Speedway, IN",SpeedwayINsupercharger,56024,,Speedway,IN,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,39.792741,-86.250814,"['supercharger', 'standard charger']",,,,,Indiana,6732219.0,
"Atascadero, CA Supercharger",atascaderosupercharger,6300,6950 El Camino Real,Atascadero,CA,93422,"<p><strong>Charging</strong><br />8 Superchargers, available 24/7, up to 150kW</p>",Rabobank,0,35.486585,-120.666378,"['supercharger', 'standard charger']",8.0,150.0,108.0,2013-07-03,California,39512223.0,medium
"Buellton, CA Supercharger",buelltonsupercharger,6323,555 McMurray Rd,Buellton,CA,93427,"<p><strong>Charging</strong><br />10 Superchargers, available 24/7, up to 150kW</p>",Santa Ynez Valley Marriott,0,34.614555,-120.188432,"['supercharger', 'standard charger']",10.0,150.0,110.0,2013-07-13,California,39512223.0,medium
"Corning, CA Supercharger",corningsupercharger,6340,950 Hwy 99 W,Corning,CA,96021,"<p><strong>Charging</strong><br />6 Superchargers, available 24/7, up to 150kW</p>",Rabobank Corning,0,39.92646,-122.1984,"['supercharger', 'standard charger']",6.0,150.0,111.0,2013-10-18,California,39512223.0,low
"Folsom, CA - Iron Point Road Supercharger",folsompremiumoutletssupercharger,6369,220 Iron Point Rd,Folsom,CA,95630,"<p><strong>Charging</strong><br />4 Superchargers, available 24/7, up to 150kW</p>",Folsom Premium Outlets,0,38.642291,-121.18813,"['supercharger', 'standard charger']",4.0,150.0,113.0,2013-11-19,California,39512223.0,low
Fremont,fremont,6374,45500 Fremont Blvd,Fremont,CA,94538,"<p><strong>Charging</strong><br />12 Superchargers, available 24/7, up to 250kW</p>",,0,37.492439,-121.944725,"['store', 'supercharger', 'standard charger']",12.0,250.0,114.0,2013-08-16,California,39512223.0,medium
Monterey-Seaside,montereyseaside,6453,1901 Del Monte Blvd,Seaside,CA,93955,"<p><strong>Charging</strong>
<br/>6 Superchargers, available 24/7, up to 150kW</p>",,0,36.6171238,-121.8438038,"['store', 'service', 'supercharger', 'delivery']",6.0,150.0,633.0,2015-08-13,California,39512223.0,low
Sacramento-Rocklin,rocklin,6490,4361 Granite Drive,Rocklin,CA,95677,"<p><strong>Charging</strong><br />18 Superchargers, available 24/7, up to 150kW</p>",,0,38.800537,-121.210485,"['store', 'service', 'supercharger', 'standard charger', 'delivery']",18.0,150.0,485.0,2015-02-20,California,39512223.0,high
"Roseville, CA Supercharger",rosevillesupercharger,6493,1151 Galleria Blvd,Roseville,CA,95678,"<p><strong>Charging</strong><br />7 Superchargers, available 24/7, up to 150kW</p>",Westfield Galleria at Roseville,0,38.771208,-121.266149,"['supercharger', 'standard charger']",7.0,150.0,123.0,2014-04-29,California,39512223.0,low
"San Juan Capistrano, CA Supercharger",sanjuancapistranosupercharger,6498,31971 Camino Capistrano,San Juan Capistrano,CA,92675,"<p><strong>Charging</strong><br />7 Superchargers, available 24/7, up to 150kW</p>",Union Bank,0,33.498538,-117.66309,"['supercharger', 'standard charger']",7.0,150.0,122.0,2014-05-06,California,39512223.0,low
"Tahoe City, CA Supercharger",tahoecitysupercharger,6732,140 Lake Boulevard,Tahoe City,CA,96145,"<p><strong>Charging</strong><br/>6 Superchargers, available 24/7, up to 150kW</p>",North Lake Tahoe Visitor Center,0,39.167745,-120.144472,"['supercharger', 'standard charger']",6.0,150.0,1899.0,2019-11-15,California,39512223.0,low
Rancho Cucamonga Supercharger,ranchocucamongasupercharger,6935,12642 Cultural Center Dr.,Rancho Cucamonga,CA,91739,"<p><strong>Charging</strong><br />12 Superchargers, available 24/7, up to 150kW</p>",Victoria Gardens,0,34.113584,-117.529427,"['supercharger', 'standard charger']",12.0,150.0,362.0,2014-11-20,California,39512223.0,medium
Culver City Supercharger,culvercitysupercharger,7014,6000 Sepulveda Blvd.,Culver City,CA,90230,"<p><strong>Charging</strong><br />16 superchargers, available 24/7, up to 150kW</p>",Westfield Culver City,0,33.986765,-118.390162,"['supercharger', 'standard charger']",16.0,150.0,417.0,2014-12-18,California,39512223.0,high
El Centro Supercharger,elcentrosupercharger,7066,3551 S Dogwood Rd,El Centro,CA,92243,"<p><strong>Charging</strong><br />8 superchargers, available 24/7, up to 150kW</p>",Imperial Valley Mall,0,32.760837,-115.532486,"['supercharger', 'standard charger']",8.0,150.0,112.0,2014-12-28,California,39512223.0,medium
"Needles, CA",NeedlesCAsupercharger,7220,,Needles,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.84845,-114.614,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Hermosa Beach, CA Supercharger",hermosabeachcasupercharger,7543,710 16th St.,Hermosa Beach,CA,90254,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 250kW</p>",Plaza Hermosa,0,33.865736,-118.395322,"['supercharger', 'standard charger']",20.0,250.0,2297.0,2020-06-10,California,39512223.0,high
"Lone Pine, CA Supercharger",lonepinecasupercharger,7569,701 S Main St,Lone Pine,CA,93545,"<p><strong>Charging</strong><br />8 Superchargers, available 24/7, up to 250kW</p>",Lone Pine Film History Museum,0,36.60059,-118.061916,"['supercharger', 'standard charger']",8.0,250.0,365.0,2015-01-28,California,39512223.0,medium
"Petaluma, CA Supercharger",petalumacasupercharger,7593,401 Kenilworth Drive,Petaluma,CA,94952,"<p><strong>Charging</strong><br />20 Superchargers, available 24/7, up to 150kW</p>",East Washington Place Shopping Center,0,38.242676,-122.625023,"['supercharger', 'standard charger']",20.0,150.0,419.0,2015-02-03,California,39512223.0,high
Inyokern Supercharger,inyokernsupercharger,7890,1353 Brown Road,Inyokern,CA,93527,"<p><strong>Charging</strong><br />4 superchargers, available 24/7, up to 150kW</p>",Inyokern Market,0,35.646451,-117.812644,"['supercharger', 'standard charger']",4.0,150.0,513.0,2015-03-20,California,39512223.0,low
Mountain View Supercharger,mountainviewcasupercharger,9488,1401 N. Shoreline Blvd.,Mountain View,CA,94043,"<p><strong>Charging</strong><br />12 superchargers, available 24/7, up to 150kW</p>",Computer History Museum,0,37.415328,-122.076575,"['supercharger', 'standard charger']",12.0,150.0,621.0,2015-06-10,California,39512223.0,medium
"San Diego, CA - A Street Supercharger",sandiegosupercharger,9530,1350 6th Avenue,San Diego,CA,92101,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 72kW</p>",6th & A Parking Garage,0,32.71915,-117.159545,"['supercharger', 'standard charger']",16.0,72.0,1408.0,2018-06-27,California,39512223.0,high
San Mateo Supercharger,sanmateosupercharger,10125,1200 Park Place,San Mateo,CA,94403,"<p><strong>Charging</strong><br />8 superchargers, available 24/7, up to 150kW</p>",Park Place,0,37.5447,-122.29011,"['supercharger', 'standard charger']",8.0,150.0,619.0,2015-07-10,California,39512223.0,medium
Buena Park,buenapark,10376,6692 Auto Center Drive,Buena Park,CA,90621,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",,0,33.863556,-117.99074,"['store', 'service', 'supercharger', 'delivery']",8.0,150.0,850.0,2016-10-20,California,39512223.0,medium
Dublin-Amador Plaza,dublinamador,10400,6701 Amador Plaza Road,Dublin,CA,94568,"<p><strong>Charging</strong><br />16 superchargers, available 24/7, up to 150kW</p>",,0,37.702783,-121.925032,"['store', 'service', 'supercharger', 'delivery']",16.0,150.0,624.0,2015-10-17,California,39512223.0,high
Truckee Brockway Road Supercharger,truckeebrockwayroadsupercharger,12056,11209 Brockway Road,Truckee,CA,96161,"<p><strong>Charging</strong><br />8 superchargers, available 24/7, up to 150kW</p>",The Rock,0,39.321865,-120.1621,"['supercharger', 'standard charger']",8.0,150.0,715.0,2015-10-23,California,39512223.0,medium
Ukiah Supercharger,ukiahsupercharger,14172,250 W Clay St.,Ukiah,CA,95482,"<p><strong>Charging</strong><br />8 superchargers, available 24/7, up to 150kW</p>",City of Ukiah Municipal Parking Lot E,0,39.1481,-123.208604,"['supercharger', 'standard charger']",8.0,150.0,678.0,2016-01-13,California,39512223.0,medium
Mammoth Lakes Supercharger,mammothlakessupercharger,14289,1475 Tavern Road,Mammoth Lakes,CA,93546,"<p><strong>Charging</strong><br />8 Superchargers, available 24/7, up to 150kW</p>",Mammoth Lakes - Park & Ride,0,37.644519,-118.965499,"['supercharger', 'standard charger']",8.0,150.0,709.0,2016-01-21,California,39512223.0,medium
Fresno Supercharger,fresnosupercharger,14511,6709 N Riverside Dr,Fresno,CA,93722,"<p><strong>Charging</strong><br />10 superchargers, available 24/7, up to 150kW</p>",Marketplace at El Paseo,0,36.835455,-119.91058,"['supercharger', 'standard charger']",10.0,150.0,701.0,2016-01-29,California,39512223.0,medium
Buttonwillow Supercharger,buttonwillowsupercharger,14512,20673 Tracy Ave.,Buttonwillow,CA,93206,"<p><strong>Charging</strong><br />10 Superchargers, available 24/7, up to 150kW</p>",,0,35.400105,-119.397796,"['supercharger', 'standard charger']",10.0,150.0,729.0,2016-01-29,California,39512223.0,medium
Temecula Supercharger,temeculasupercharger,17615,40820 Winchester Rd.,Temecula,CA,92591,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW<br/>Located on the 3rd Floor of the East Parking Garage</p>",The Promenade in Temecula,0,33.52421,-117.152568,"['supercharger', 'standard charger']",10.0,150.0,811.0,2016-05-10,California,39512223.0,medium
"Napa, CA Supercharger",napacaliforniasupercharger,19082,221 Devlin Rd,Napa,CA,94558,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 150kW</p>",Allied Clean Fuels,0,38.235578,-122.263886,"['supercharger', 'standard charger']",12.0,150.0,491.0,2016-07-11,California,39512223.0,medium
Eureka Supercharger,eurekasupercharger,19845,3300 Broadway St.,Eureka,CA,95501,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",Bayshore Mall,0,40.778885,-124.188383,"['supercharger', 'standard charger']",8.0,150.0,753.0,2016-08-17,California,39512223.0,medium
"Folsom, CA - Palladio Parkway Supercharger",palladiofolsomsupercharger,19981,220 Palladio Parkway,Folsom,CA,95630,"<p><strong>Charging</strong><br/>30 superchargers, available 24/7, up to 250kW</p>",Palladio at Broadstone,0,38.647199,-121.118344,"['supercharger', 'standard charger']",30.0,250.0,871.0,2016-08-13,California,39512223.0,high
Crescent City Supercharger,crescentcitysupercharger,20279,1000 Front Street,Crescent City,CA,95531,"<p><strong>Charging</strong><br/>6 superchargers, available 24/7, up to 150kW</p>",Crescent City Downtown Parking,0,41.752393,-124.1944,"['supercharger', 'standard charger']",6.0,150.0,595.0,2016-09-08,California,39512223.0,low
Bakersfield Supercharger,bakersfieldsupercharger,20648,29541 Stockdale Hwy,Bakersfield,CA,93314,"<p><strong>Charging</strong><br/>10 superchargers, available 24/7, up to 150kW</p>",Easy Trip Food Store,0,35.354643,-119.331607,"['supercharger', 'standard charger']",10.0,150.0,905.0,2016-09-29,California,39512223.0,medium
Gustine Supercharger,gustinesupercharger,22038,12411 CA-33,Gustine,CA,95322,"<p><strong>Charging</strong><br/>12 superchargers, available 24/7, up to 150kW</p>",Pea Soup Andersen's,0,37.109356,-121.017599,"['supercharger', 'standard charger']",12.0,150.0,931.0,2016-11-16,California,39512223.0,medium
Santa Ana Supercharger,santaanasupercharger,22427,2800 N. Main Street,Santa Ana,CA,92705-6607,"<p><strong>Charging</strong><br/>12 superchargers, available 24/7, up to 150kW</p>",Mainplace Mall,0,33.775859,-117.872041,"['supercharger', 'standard charger']",12.0,150.0,796.0,2016-12-06,California,39512223.0,medium
Twentynine Palms Supercharger,twentyninepalmssupercharger,22428,73829 Baseline Road,Twentynine Palms,CA,92277-4125,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",Tortoise Rock Casino,0,34.12046,-116.050953,"['supercharger', 'standard charger']",8.0,150.0,993.0,2016-12-09,California,39512223.0,medium
Fish Camp Supercharger,fishcampsupercharger,23276,1122 Highway 41,Fish Camp,CA,93623,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Tenaya Lodge,0,37.473828,-119.635893,"['supercharger', 'standard charger']",8.0,150.0,976.0,2016-12-15,California,39512223.0,medium
Groveland Supercharger,grovelandsupercharger,23286,11875 Ponderosa Lane,Groveland,CA,95321,"<p><strong>Charging</strong><br/>7 Superchargers, available 24/7, up to 150kW</p>",County Parking Lot,0,37.838679,-120.23199,"['supercharger', 'standard charger']",7.0,150.0,804.0,2016-12-16,California,39512223.0,low
"Laytonville, CA Supercharger",laytonvillesupercharger,28533,45020 N US Highway 101,Laytonville,CA,95454-9049,"<p><strong>Charging</strong><Br/>8 Superchargers, available 24/7, up to 150kW</p>",,0,39.689252,-123.483306,"['supercharger', 'standard charger']",8.0,150.0,1373.0,2019-06-28,California,39512223.0,medium
